Person Name=ALL
FRAM Run Name=BkCoho18 01
FRAM Run ID=385
FRAM DB Name=C:\Users\obrienm\Desktop\git_src\PSC-FRAM-Admin\fram db\devloping BK2018 - test2.mdb
-------------------------------------------------------------
"fram.fishery.name","fram.fishery.id","fram.time.step","fishery.flag","nonselective.catch","msf.catch","cnr.mortalities","mark.release.rate","mark.missid.rate","unmark.missid.rate","mark.incidental.rate","comment.cnr","comment.catch"
"Oregon Anadromous Hatchery Marked",190,0,0,0,""
"Oregon Aqua-Foods Hatchery UnMarked",191,0,0,0,""
"Oregon Aqua-Foods Hatchery Marked",192,0,0,0,""
"Oregon South Coast Hatchery UnMarked",193,1,0,0.2491,""
"Oregon South Coast Hatchery Marked",194,1,254,0.1804,"OPI Table 1i"
"Oregon South Coast Wild UnMarked",195,1,8226,0.2148,"OPITT Handouts"
"Oregon South Coast Wild Marked",196,0,0,0,""
"California North Coast Hatchery UnMarked",197,1,682,0.2491,"OPI Table 1i"
"California North Coast Hatchery Marked",198,1,0,0.1804,""
"California North Coast Wild UnMarked",199,0,0,0.2148,""
"California North Coast Wild Marked",200,0,0,0,""
"California Central Coast Hatchery UnMarked",201,0,0,1,""
"California Central Coast Hatchery Marked",202,0,0,1,""
"California Central Coast Wild UnMarked",203,0,0,1,""
"California Central Coast Wild Marked",204,0,0,0,""
"Georgia Strait Mainland Hatchery UnMarked",205,0,0,0,
"Georgia Strait Mainland Hatchery Marked",206,0,0,0.1514,
"Georgia Strait Mainland Wild UnMarked",207,0,0,0.0392,
"Georgia Strait Mainland Wild Marked",208,0,0,0,
"Georgia Strait Vanc. Isl. Hatchery UnMarked",209,0,0,0.0022,
"Georgia Strait Vanc. Isl. Hatchery Marked",210,0,0,0.0182,
"Georgia Strait Vanc. Isl. Wild UnMarked",211,0,0,0.0392,
"Georgia Strait Vanc. Isl. Wild Marked",212,0,0,0,
"Johnstone Strait Hatchery UnMarked",213,0,0,0.001,
"Johnstone Strait Hatchery Marked",214,0,0,0.0468,
"Johnstone Strait Wild UnMarked",215,0,0,0.0392,
"Johnstone Strait Wild Marked",216,0,0,0,
"SW Vancouver Island Hatchery UnMarked",217,0,0,0,
"SW Vancouver Island Hatchery Marked",218,0,0,0.2935,
"SW Vancouver Island Wild UnMarked",219,0,0,0.0252,
"SW Vancouver Island Wild Marked",220,0,0,0,
"NW Vancouver Island Hatchery UnMarked",221,0,0,0,
"NW Vancouver Island Hatchery Marked",222,0,0,1.0533,
"NW Vancouver Island Wild UnMarked",223,0,0,0.0252,
"NW Vancouver Island Wild Marked",224,0,0,0,
"Lower Fraser River Hatchery UnMarked",225,0,0,0,
"Lower Fraser River Hatchery Marked",226,0,0,0.2279,
"Lower Fraser River Wild UnMarked",227,0,0,0.2279,
"Lower Fraser River Wild Marked",228,0,0,0,
"Upper Fraser River Hatchery UnMarked",229,0,0,0.0094,
"Upper Fraser River Hatchery Marked",230,0,0,0.0297,
"Upper Fraser River Wild UnMarked",231,0,0,0.3211,
"Upper Fraser River Wild Marked",232,0,0,0,
"BC Central Coast Hatchery/Wild UnMarked",233,0,0,0.8147,
"BC Central Coast Hatchery/Wild Marked",234,0,0,0,
"BC North Coast Hatchery/Wild UnMarked",235,0,0,2.737,
"BC North Coast Hatchery/Wild Marked",236,0,0,0.1144,
"Trans Boundary Hatchery/Wild UnMarked",237,0,0,2.737,
"Trans Boundary Hatchery/Wild Marked",238,0,0,0.1144,
"Alaska Northern Inside Hat/Wild UnMarked",239,0,0,1.9,
"Alaska Northern Inside Hat/Wild Marked",240,0,0,0.1,
"Alaska Northern Outside Hat/Wild UnMarked",241,0,0,1.9,
"Alaska Northern Outside Hat/Wild Marked",242,0,0,0.1,
"Alaska Southern Inside Hat/Wild UnMarked",243,0,0,1.9,
"Alaska Southern Inside Hat/Wild Marked",244,0,0,0.1,
"Alaska Southern Outside Hat/Wild UnMarked",245,0,0,1.9,
"Alaska Southern Outside Hat/Wild Marked",246,0,0,0.1, 
